Species	T6SS	Count
Neorickettsia_sennetsu_str._Miyayama	-	0
Neorickettsia_sp._179522	-	0
Neorickettsia_sp._Fin17	-	0
Neptunomonas_concharum_strain_JCM17730	-	0
Nesterenkonia_pannonica_strain_DSM_29786	-	0
Nesterenkonia_sp._NBAIMH1	-	0
Nitratireductor_basaltis_strain_RR3-28	-	0
Nitratireductor_sp._SY7	-	0
Nitratiruptor_labii_strain_HRV44	-	0
Nitratiruptor_sp._EPR55-1	-	0
Nitratiruptor_sp._SB155-2	-	0
Nitratiruptor_sp._YY08-10	-	0
Nitratiruptor_sp._YY08-13	-	0
Nitratiruptor_sp._YY08-14	-	0
Nitratiruptor_sp._YY08-26	-	0
Nitratiruptor_sp._YY09-18	-	0
Nitrobacter_hamburgensis_X14	-	0
Nitrobacter_winogradskyi_Nb-255	-	0
Nitrosarchaeum_sp._AC2	-	0
Nitrosococcus_oceani_ATCC_19707	-	0
Nitrosococcus_wardiae_strain_D1FHS	-	0
Nitrosomonadales_bacterium_skT11	-	0
Nitrosomonadales_bacterium_Swamp67	-	0
Nitrosomonas_communis_strain_Nm2	-	0
Nitrosomonas_europaea_ATCC_19718	-	0
Nitrosomonas_eutropha_C91	-	0
Nitrosomonas_sp._AL212	-	0
Nitrosomonas_sp._H1_AOB3	-	0
Nitrosomonas_sp._Is79A3	-	0
Nitrosopumilus_cobalaminigenes_strain_HCA1	-	0
Nitrosopumilus_maritimus_SCM1	-	0
Nitrosopumilus_sp._strain_MH-Pat-all_metabat2_16	-	0
Nitrosospira_multiformis_ATCC_25196	-	0
Nitrosotalea_sp._CS_strain_NCS1	-	0
Nitrospinaceae_bacterium_bin1391	-	0
Nitrospiraceae_bacterium_T55J	-	0
Nitrospirae_bacterium_bin371	-	0
Nitrospira_japonica_strain_Genome_sequencing_of_Nitrospira_japonica_strain_NJ11	-	0
Nitrospira_sp._KM1	-	0
Nocardia_arthritidis_strain_AUSMDU00012717	-	0
Nocardia_cyriacigeorgica_GUH-2	-	0
Nocardia_cyriacigeorgica_strain_3012STDY6756504	-	0
Nocardia_farcinica_IFM_10152	-	0
Nocardia_huaxiensis_BCHNH01	-	0
Nocardia_iowensis_strain_NRRL_5646	-	0
Nocardia_yamanashiensis_FDAARGOS_1623	-	0
Nocardioides_aromaticivorans_strain_IC177	-	0
Nocardioides_rotundus_MCCC_1A10561	-	0
Nocardioides_sp._603	-	0
Nocardioides_sp._dk3136	-	0
Nocardioides_sp._dk884	-	0
Nocardioides_sp._G188	-	0
Nocardioides_sp._HDW12A	-	0
Nocardioides_sp._HY056	-	0
Nocardioides_sp._JQ2195	-	0
Nocardioides_sp._JS614	-	0
Nocardioides_sp._KUDC_5002	-	0
Nocardioides_sp._MMS17-SY117	-	0
Nocardioides_sp._R-3366	-	0
Nocardioides_sp._S5	-	0
Nocardioides_sp._SB3-45	-	0
Nocardioides_sp._zg-579	-	0
Nocardioides_ungokensis_strain_LMG_28591	-	0
Nocardiopsis_alba_ATCC_BAA-2165	-	0
Nocardiopsis_dassonvillei_strain_HZNU_N_1	-	0
Nocardiopsis_dassonvillei_subsp._dassonvillei_DSM_43111	-	0
Nonlabens_dokdonensis_DSW-6	-	0
Nonlabens_marinus_S1-08	-	0
Nonlabens_sediminis_strain_NBRC_100970	-	0
Nonlabens_sp._Ci31	-	0
Nonlabens_sp._MB-3u-79	-	0
Nonlabens_sp._MIC269	-	0
Nonlabens_sp._MJ115	-	0
Nonlabens_spongiae_strain_JCM_13191	-	0
Nonlabens_sp._SY33080	-	0
Nostocales_cyanobacterium_HT-58-2_strain_HT-58-2	-	0
Nostoc_azollae_0708	-	0
Nostoc_piscinale_CENA21	-	0
Nostoc_sphaeroides_strain_Kutzing_En	-	0
Nostoc_sp._PCC_7107	-	0
Novibacillus_thermophilus_strain_SG-1	-	0
Novosphingobium_aromaticivorans_DSM_12444	-	0
Novosphingobium_ginsenosidimutans_strain_FW-6	-	0
Novosphingobium_sp._502str22	-	0
Novosphingobium_sp._ES2-1	-	0
Novosphingobium_sp._THN1	-	0
Novosphingopyxis_sp._pb63	-	0
Oceanicoccus_sagamiensis_strain_NBRC_107125	-	0
Oceanihabitans_sp._IOP_32	-	0
Oceanisphaera_profunda_strain_SM1222	-	0
Oceanisphaera_sp._AMac2203_strain_AMac2203	-	0
Oceanispirochaeta_sp._K2	-	0
Oceanithermus_profundus_DSM_14977	-	0
Oceanobacillus_iheyensis_HTE831	-	0
Oceanobacillus_iheyensis_strain_CHQ24	-	0
Oceanobacillus_sp._160	-	0
Oceanotoga_sp._sy52	-	0
Ochrobactrum_pituitosum_strain_AA2	-	0
Ochrobactrum_sp._A44	-	0
Ochrobactrum_sp._MT180101	-	0
Ochrobactrum_sp._WY7	-	0
Odoribacter_splanchnicus_DSM_20712_FDAARGOS_1579	-	0
Odoribacter_splanchnicus_strain_NCTC10825	-	0
Oenococcus_oeni_ATCC_BAA-1163	-	0
Oenococcus_oeni_PSU-1	-	0
Oenococcus_sicerae_strain_UCMA_15228_strain_UCMA15228	-	0
Oenococcus_sp._UCMA_16435	-	0
Oleiharenicola_sp._KSB-15	-	0
Olivibacter_sp._LS-1	-	0
Olivibacter_sp._SDN3	-	0
Olsenella_sp._GAM18	-	0
Olsenella_sp._LZLJ-2	-	0
Olsenella_sp._Marseille-P2300	-	0
Olsenella_sp._Marseille-P3237	-	0
Olsenella_sp._oral_taxon_807_strain_F0089	-	0
Olsenella_uli_DSM_7084	-	0
Olsenella_umbonata_strain_DSM_22620	-	0
Onion_yellows_phytoplasma_OY-M	-	0
Opitutaceae_bacterium_IG16b	-	0
Opitutae_bacterium_TARA_B100001123	-	0
Orientia_tsutsugamushi_str._Boryong	-	0
Orientia_tsutsugamushi_str._Ikeda	-	0
Ornithinimicrobium_flavum_strain_CPCC_203535	-	0
Ornithobacterium_rhinotracheale_97	-	0
Ornithobacterium_rhinotracheale_DSM_15997	-	0
Ornithobacterium_rhinotracheale_ORT-UMN_88	-	0
Oscillibacter_sp._MM35	-	0
Oscillospiraceae_bacterium_CE91-St40	-	0
Oscillospiraceae_bacterium_LBM18003	-	0
Otariodibacter_oris_strain_Baika1	-	0
Ottowia_sp._27C	-	0
Ottowia_sp._KADR8-3	-	0
Paenalcaligenes_hominis_strain_15S00501	-	0
Paenarthrobacter_nicotinovorans_ATCC_49919	-	0
Paenarthrobacter_sp._YJN-D	-	0
Paenibacillus_antarcticus_strain_KACC_11469	-	0
Paenibacillus_baekrokdamisoli_strain_KCTC_33723	-	0
Paenibacillus_barcinonensis_strain_KACC11450	-	0
Paenibacillus_donghaensis_strain_KCTC_13049	-	0
Paenibacillus_durus_DSM_1735	-	0
Paenibacillus_glucanolyticus_strain_5162	-	0
Paenibacillus_graminis_DSM_15220	-	0
Paenibacillus_guangzhouensis_strain_KCTC_33171	-	0
Paenibacillus_kribbensis_strain_AM49	-	0
Paenibacillus_macerans_I6	-	0
Paenibacillus_mucilaginosus_K02	-	0
Paenibacillus_mucilaginosus_KNP414	-	0
Paenibacillus_naphthalenovorans_strain_32O-Y	-	0
Paenibacillus_odorifer_DSM_15391	-	0
Paenibacillus_polymyxa_E681	-	0
Paenibacillus_sabinae_T27	-	0
Paenibacillus_sp._19GGS1-52	-	0
Paenibacillus_sp._37	-	0
Paenibacillus_sp._B01	-	0
Paenibacillus_sp._BD3526	-	0
Paenibacillus_sp._CAA11	-	0
Paenibacillus_sp._FSL_R7-0273	-	0
Paenibacillus_sp._FW100M-2	-	0
Paenibacillus_sp._IHBB_10380	-	0
Paenibacillus_sp._IHB_B_3084	-	0
Paenibacillus_sp._JDR-2	-	0
Paenibacillus_sp._sptzw28	-	0
Paenibacillus_sp._UniB2_strain_Not_applicable	-	0
Paenibacillus_sp._URB8-2	-	0
Paenibacillus_swuensis_strain_DY6	-	0
Paenibacillus_terrae_HPL-003	-	0
Paenibacillus_tritici_strain_PH55-1	-	0
Paenibacillus_xylanexedens_strain_PAMC_22703	-	0
Paenibacillus_xylanilyticus_strain_W4	-	0
Paeniglutamicibacter_sp._Y32M11	-	0
Paenisporosarcina_antarctica_strain_CGMCC_1.6503	-	0
Paludibacterium_yongneupense_strain_BCRC_80531	-	0
Paludibacter_propionicigenes_WB4	-	0
Pandoraea_sp._XY-2	-	0
Pandoraea_thiooxydans_strain_ATSB16	-	0
Parabacteroides_goldsteinii_BFG-241	-	0
Parabacteroides_johnsonii_FDAARGOS_1580	-	0
Parabacteroides_merdae_BFG-280	-	0
Paraburkholderia_ginsengisoli_strain_FDAARGOS_1049_strain_Not_applicable	-	0
Paraburkholderia_terrae_KU-64	-	0
Parachlamydia_acanthamoebae_UV-7	-	0
Parachlamydiaceae_bacterium_strain_SSA5	-	0
Paraclostridium_bifermentans_DSM_14991	-	0
Paracoccus_denitrificans_PD1222	-	0
Paracoccus_marcusii_strain_CP157	-	0
Paracoccus_mutanolyticus_strain_RSP-02	-	0
Paracoccus_sanguinis_strain_OM2164	-	0
Paracoccus_sp._AK26	-	0
Paracoccus_sp._Arc7-R13	-	0
Paracoccus_sp._SC2-6	-	0
Paraglaciecola_mesophila_strain_GPM4	-	0
Paraglaciecola_psychrophila_170	-	0
Paraprevotella_xylaniphila_YIT_11841_strain_Paraprevotella_xylaniphila_82A6	-	0
Pararhizobium_sp._strain_ih9	-	0
Parascardovia_denticolens_DSM_10105_=_JCM_12538	-	0
Parashewanella_spongiae_strain_HJ039	-	0
Parasphingopyxis_algicola_strain_JCM_31719	-	0
'Parthenium_hysterophorus'_phyllody_phytoplasma_strain_PR08	-	0
Parvimonas_micra_KCOM_1535;_ChDC_B708	-	0
Parvularcula_bermudensis_HTCC2503	-	0
Pasteurella]_aerogenes_strain_NCTC13378	-	0
Pasteurella_canis_HL1500	-	0
Pasteurellaceae_bacterium_12591	-	0
Pasteurellaceae_bacterium_Orientalotternb1	-	0
Pasteurella_dagmatis_strain_NCTC11617	-	0
Pasteurella_multocida_36950	-	0
Pasteurella_multocida_OH1905	-	0
Pasteurella_multocida_subsp._gallicida_P1059	-	0
Pasteurella_multocida_subsp._gallicida_X73	-	0
Pasteurella_multocida_subsp._multocida_OH4807	-	0
Pasteurella_multocida_subsp._multocida_PMTB2.1	-	0
Pasteurella_multocida_subsp._multocida_str._3480	-	0
Pasteurella_multocida_subsp._multocida_strain_CIRMBP-0884	-	0
Pasteurella_multocida_subsp._multocida_str._HB03	-	0
Pasteurella_multocida_subsp._multocida_str._HN06	-	0
Pasteurella_multocida_subsp._multocida_str._HN07_strain_HN07	-	0
Pasteurella_multocida_subsp._multocida_str._Pm70	-	0
Pasteurella_multocida_subsp._septica_strain_CIRMBP-0873	-	0
Pasteurella_sp._XG20	-	0
"Paulownia_witches'-broom_phytoplasma_strain_Zhengzhou_strain_""Zhengzhou"""	-	0
Pectinatus_frisingensis_strain_MB139	-	0
Pectobacterium_atrosepticum_SCRI1043	-	0
Pediococcus_acidilactici_MT25	-	0
Pediococcus_claussenii_ATCC_BAA-344	-	0
Pediococcus_claussenii_strain_TMW_2.53	-	0
Pediococcus_damnosus_strain_TMW_2.1532	-	0
Pediococcus_inopinatus_strain_DSM_20285	-	0
Pediococcus_pentosaceus_ATCC_25745	-	0
Pediococcus_pentosaceus_SL4	-	0
Pediococcus_pentosaceus_strain_FDAARGOS_1009_strain_Not_applicable	-	0
Pediococcus_sp._MR001	-	0
Pedobacter_ginsengisoli_strain_T01R-27	-	0
Pedobacter_roseus_strain_KACC_11594	-	0
Pedobacter_sp._CJ43	-	0
Pedobacter_sp._eg	-	0
Pedobacter_sp._HDW13	-	0
Pedobacter_sp._JBR3-12	-	0
Pedobacter_suwonensis_strain_Fj_001	-	0
Pelagibaca_abyssi_strain_JLT2014	-	0
Pelagibacterium_halotolerans_B2	-	0
Pelagibacterium_halotolerans_strain_ANSP101	-	0
Pelagibacter_sp._NP1	-	0
Pelagovum_pacificum_strain_SM1903	-	0
Pelistega_sp._NLN63	-	0
Pelobacter_acetylenicus_strain_DSM_3246	-	0
Pelobacter_carbinolicus_DSM_2380	-	0
Pelobacter_propionicus_DSM_2379	-	0
Pelobacter_sp._SFB93	-	0
Pelodictyon_phaeoclathratiforme_BU-1	-	0
Pelolinea_submarina_strain_MO-CFX1	-	0
Pelotomaculum_thermopropionicum_SI	-	0
Peptoniphilus_harei_strain_FDAARGOS_1012_strain_Not_applicable	-	0
Peptoniphilus_ivorii_strain_NCTC13079	-	0
Peptoniphilus_sp._1-1_strain_ING2-D1G	-	0
Peptostreptococcaceae_bacterium_oral_taxon_929_strain_W2294	-	0
Peribacillus_psychrosaccharolyticus_strain_FDAARGOS_1161_strain_Not_applicable	-	0
Petrimonas_mucosa_strain_ING2-E5A	-	0
Phaeobacter_gallaeciensis_DSM_26640	-	0
Phaeobacter_gallaeciensis_strain_JL2886	-	0
Phaeobacter_inhibens_strain_2.10	-	0
Phaeobacter_sp._LSS9	-	0
Phascolarctobacterium_sp._Marseille-Q4147	-	0
Phenylobacterium_sp._HYN0004	-	0
Phenylobacterium_zucineum_HLK1	-	0
Phoenicibacter_congonensis_strain_MGYG-HGUT-02419	-	0
Phormidium]_sp._ETS-05	-	0
Photobacterium_gaetbulicola_Gung47	-	0
Photobacterium_ganghwense_strain_C2.2	-	0
Photobacterium_profundum_SS9	-	0
Photorhabdus_asymbiotica_strain_ATCC_43949	-	0
Photorhabdus_luminescens_subsp._laumondii_TTO1	-	0
Photorhabdus_temperata_subsp._thracensis_strain_DSM_15199	-	0
Phreatobacter_sp._S-12	-	0
Phycicoccus_dokdonensis_strain_DSM_22329	-	0
Phycicoccus_endophyticus_strain_JCM_31784	-	0
Phycisphaerae_bacterium_L21-RPul-D3_strain_L21-RPul-D3	-	0
Phycisphaerae_bacterium_SM-Chi-D1_strain_SM-Chi-D1	-	0
Phyllobacterium_sp._T1018	-	0
Phyllobacterium_sp._Tri-48_strain_Tri-48;_RCAM_03910	-	0
Picrophilus_torridus_DSM_9790	-	0
Pigmentiphaga_aceris_strain_Mada1488	-	0
Pimelobacter_simplex_VKM_Ac-2033D	-	0
Pistricoccus_aurantiacus_strain_CBA4606	-	0
Planctomycetales_bacterium_zrk34	-	0
Planctomycetes_bacterium_bin1080	-	0
Planctomycetes_bacterium_Enr10	-	0
Planctomycetes_bacterium_HG15A2	-	0
Planctomycetes_bacterium_HG66A1	-	0
Planctomycetes_bacterium_K23_9	-	0
Planctomycetes_bacterium_Mal48	-	0
Planctomycetes_bacterium_Mal52	-	0
Planctomycetes_bacterium_MalM25	-	0
Planctomycetes_bacterium_Pan189	-	0
Planctomycetes_bacterium_Pan241w	-	0
Planctomycetes_bacterium_Pla110	-	0
Planctomycetes_bacterium_Pla163	-	0
Planctomycetes_bacterium_Pla175	-	0
Planctomycetes_bacterium_Spb1	-	0
Planctomycetes_bacterium_V22	-	0
Planktomarina_temperata_RCA23	-	0
Planktothrix_agardhii_NIES-204	-	0
Planococcus_antarcticus_DSM_14505	-	0
Planococcus_dechangensis_strain_XJ11	-	0
Planococcus_donghaensis_strain_DSM_22276	-	0
Planococcus_faecalis_strain_AJ003	-	0
Planococcus_halocryophilus_strain_DSM_24743	-	0
Planococcus_kocurii_strain_ATCC_43650	-	0
Planococcus_maritimus_strain_DSM_17275	-	0
Planococcus_rifietoensis_strain_M8	-	0
Planococcus_sp._PAMC_21323	-	0
Planomicrobium_glaciei_strain_46093	-	0
Plantactinospora_sp._BB1	-	0
Plantactinospora_sp._BC1	-	0
Plantibacter_sp._M259	-	0
Plantibacter_sp._PA-3-X8	-	0
Polaribacter_haliotis_strain_KCTC_52418	-	0
Polaribacter_litorisediminis_OITF-11	-	0
Polaribacter_reichenbachii_strain_6Alg_8T	-	0
Polaribacter_sejongensis_strain_KCTC_23670	-	0
Polaribacter_sp._AHE13PA	-	0
Polaribacter_sp._ALD11	-	0
Polaribacter_sp._G4M1	-	0
Polaribacter_sp._HaHaR_3_91	-	0
Polaribacter_sp._Hel1_33_78	-	0
Polaribacter_sp._KT_15_strain_KT_15	-	0
Polaribacter_sp._KT25b	-	0
Polaribacter_sp._L12M9	-	0
Polaribacter_sp._L3A8	-	0
Polaribacter_sp._LPB0003	-	0
Polaribacter_sp._NJDZ03	-	0
Polaribacter_sp._R2A056_3_33	-	0
Polaromonas_naphthalenivorans_CJ2	-	0
Polaromonas_sp._JS666	-	0
Polymorphospora_rubra_strain_NBRC_101157	-	0
Polynucleobacter_acidiphobus_strain_MWH-PoolGreenA3	-	0
Polynucleobacter_asymbioticus_strain_MG-25-Pas1-D2	-	0
Polynucleobacter_difficilis_strain_AM-8B5	-	0
Polynucleobacter_necessarius_strain_PPGSP1	-	0
Polynucleobacter_necessarius_subsp._asymbioticus_QLW-P1DMWA-1	-	0
Polynucleobacter_necessarius_subsp._necessarius_STIR1	-	0
Polynucleobacter_sp._Adler-ghost	-	0
Polynucleobacter_sp._AM-7D1	-	0
Polynucleobacter_sp._AP-Ainpum-60-G11	-	0
Polynucleobacter_sp._AP-Elch-400A-B2	-	0
Polynucleobacter_sp._AP-Jannik-300A-C4	-	0
Polynucleobacter_sp._AP-Kolm-20A-A1	-	0
Polynucleobacter_sp._AP-Melu-1000-A1	-	0
Polynucleobacter_sp._AP-Nino-20-G2	-	0
Polynucleobacter_sp._AP-Sving-400A-A2	-	0
Polynucleobacter_sp._AP-Titi-500A-B4	-	0
Polynucleobacter_sp._es-EL-1	-	0
Polynucleobacter_sp._es-MAR-2	-	0
Polynucleobacter_sp._JS-JIR-5-A7	-	0
Polynucleobacter_sp._JS-JIR-II-50	-	0
Polynucleobacter_sp._JS-JIR-II-b4_strain_JS-JIR-II-B4	-	0
Polynucleobacter_sp._JS-Mosq-20-D10	-	0
Polynucleobacter_sp._LimPoW16	-	0
Polynucleobacter_sp._MG-5-Ahmo-C2	-	0
Polynucleobacter_sp._MG-9-Vaara-E2	-	0
Polynucleobacter_sp._MG-Unter2-18	-	0
Polynucleobacter_sp._MWH-Aus1W21	-	0
Polynucleobacter_sp._MWH-Braz-FAM2G	-	0
Polynucleobacter_sp._MWH-CaK5	-	0
Polynucleobacter_sp._MWH-P3-07-1	-	0
Polynucleobacter_sp._MWH-S4W17	-	0
Polynucleobacter_sp._MWH-Spelu-300-X4	-	0
Polynucleobacter_sp._MWH-Svant-W18	-	0
Polynucleobacter_sp._MWH-UH21B	-	0
Polynucleobacter_sp._MWH-UH24A	-	0
Polynucleobacter_sp._MWH-UH25E	-	0
Polynucleobacter_sp._MWH-UH2A	-	0
Polynucleobacter_sp._MWH-UH35A	-	0
Polynucleobacter_sp._TSB-Sco08W16	-	0
Polynucleobacter_sp._UB-Raua-W9	-	0
Polynucleobacter_sp._UB-Siik-W21	-	0
Polynucleobacter_sp._VK25	-	0
Pontibacter_actiniarum_strain_DSM_19842	-	0
Pontibacter_akesuensis_strain_AKS_1T	-	0
Pontibacter_korlensis_strain_X14-1T	-	0
Pontibacter_sp._BT214	-	0
Pontibacter_sp._SGAir0037_strain_not_applicable	-	0
Pontimonas_salivibrio_strain_CL-TW6	-	0
Porphyrobacter_sp._LM_6	-	0
Porphyromonas_asaccharolytica_DSM_20707	-	0
Porphyromonas_cangingivalis_strain_NCTC12856	-	0
Porphyromonas_gingivalis_381	-	0
Porphyromonas_gingivalis_A7A1-28	-	0
Porphyromonas_gingivalis_AJW4	-	0
Porphyromonas_gingivalis_ATCC_33277	-	0
Porphyromonas_gingivalis_JCVI_SC001	-	0
Porphyromonas_gingivalis_strain_A7436	-	0
Porphyromonas_gingivalis_TDC60	-	0
Porphyromonas_gingivalis_W83	-	0
Porphyromonas_somerae_CE91-St14	-	0
Pradoshia_sp._D12	-	0
Prevotella_bryantii_92/1	-	0
Prevotella_bryantii_B14	-	0
Prevotella_copri_strain_YF2	-	0
Prevotella_histicola_strain_F0411	-	0
Prevotella_intermedia_17	-	0
Prevotella_melaninogenica_ATCC_25845	-	0
Prevotella_melaninogenica_FDAARGOS_1566	-	0
Prevotella_multiformis_strain_F0096	-	0
Prevotella_nigrescens_F0103	-	0
Prevotella_nigrescens_FDAARGOS_1486	-	0
Prevotella_ruminicola_23	-	0
Prevotella_scopos_JCM_17725	-	0
Priestia_koreensis_FS-1	-	0
Prochloraceae_cyanobacterium_LD05	-	0
Prochlorococcus_marinus_bv._HNLC1	-	0
Prochlorococcus_marinus_bv._HNLC2	-	0
Prochlorococcus_marinus_str._AS9601	-	0
Prochlorococcus_marinus_str._MIT_9211	-	0
Prochlorococcus_marinus_str._MIT_9215	-	0
Prochlorococcus_marinus_str._MIT_9301	-	0
Prochlorococcus_marinus_str._MIT_9312	-	0
Prochlorococcus_marinus_str._MIT_9515	-	0
Prochlorococcus_marinus_subsp._marinus_str._CCMP1375	-	0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	-	0
Prochlorococcus_sp._MIT_0604	-	0
Prochlorococcus_sp._MIT_0801	-	0
Prolixibacteraceae_bacterium_DS1-an-2312	-	0
Propionibacterium_acidifaciens_strain_FDAARGOS_576_strain_Not_applicable	-	0
Propionibacterium_acnes_266	-	0
Propionibacterium_acnes_6609	-	0
Propionibacterium_acnes_ATCC_11828	-	0
Propionibacterium_acnes_C1	-	0
Propionibacterium_acnes_hdn-1	-	0
Propionibacterium_acnes_HL096PA1	-	0
Propionibacterium_acnes_SK137	-	0
Propionibacterium_acnes_TypeIA2_P.acn17	-	0
Propionibacterium_acnes_TypeIA2_P.acn31	-	0
Propionibacterium_acnes_TypeIA2_P.acn33	-	0
Propionibacterium_avidum_44067	-	0
Propionibacterium_freudenreichii_strain_CB129slpB	-	0
Propionibacterium_freudenreichii_subsp._freudenreichii_strain_20271T	-	0
Propionibacterium_freudenreichii_subsp._shermanii_strain_PFREUDJS1	-	0
Propionibacterium_propionicum_F0230a	-	0
Propioniciclava_sp._HDW11	-	0
Propionimicrobium_sp._Marseille-P3275_strain_Marseille-P3275	-	0
Prosthecochloris_aestuarii_DSM_271	-	0
Prosthecochloris_sp._GSB1	-	0
Prosthecochloris_sp._HL-130-GSB_strain_HL-130-GSB	-	0
Protaetiibacter_sp._SSC-01	-	0
Proteiniphilum_saccharofermentans_strain_M3/6	-	0
Protochlamydia_naegleriophila_strain_KNic	-	0
Providencia_heimbachae_strain_99101	-	0
Providencia_vermicola_strain_LLDRA6_strain_soil	-	0
Pseudarcicella_sp._HME7025	-	0
Pseudarthrobacter_equi_strain_IMMIB_L-1606	-	0
Pseudarthrobacter_sp._BIM_B-2242	-	0
Pseudarthrobacter_sp._L1SW	-	0
Pseudarthrobacter_sp._YJ56	-	0
Pseudoalteromonas_agarivorans_strain_Hao_2018	-	0
Pseudoalteromonas_aliena_strain_EH1	-	0
Pseudoalteromonas_arabiensis_strain_LST-1	-	0
Pseudoalteromonas_atlantica_strain_ECSMB14104	-	0
Pseudoalteromonas_atlantica_T6c	-	0
Pseudoalteromonas_espejiana_strain_ATCC_29659	-	0
Pseudoalteromonas_haloplanktis_TAC125	-	0
Pseudoalteromonas_marina_strain_ECSMB14103	-	0
Pseudoalteromonas_phenolica_strain_KCTC_12086	-	0
Pseudoalteromonas_sp._16-SW-7	-	0
Pseudoalteromonas_sp._A22	-	0
Pseudoalteromonas_sp._A41-2	-	0
Pseudoalteromonas_sp._JSTW	-	0
Pseudoalteromonas_sp._LC2018020214	-	0
Pseudoalteromonas_sp._MT33b	-	0
Pseudoalteromonas_sp._SM9913	-	0
Pseudoalteromonas_tunicata_strain_D2	-	0
Pseudoalteromonas_viridis_strain_BBR56	-	0
Pseudoarcobacter_acticola_strain_KCTC_52212	-	0
Pseudobutyrivibrio_xylanivorans_strain_MA3014	-	0
Pseudochrobactrum_sp._Wa41.01b-1	-	0
Pseudoclavibacter_sp._125703-2019_strain_125703-19	-	0
Pseudodesulfovibrio_sp._SRB007	-	0
Pseudodesulfovibrio_tunisiensis_RB22	-	0
Pseudohalocynthiibacter_aestuariivivens_strain_RR4-35	-	0
Pseudohongiella_spirulinae_strain_KCTC_32221	-	0
Pseudolabrys_sp._FHR47	-	0
Pseudolabrys_taiwanensis_strain_CC-BB4_strain_CCUG_51779	-	0
Pseudomonas_aeruginosa_PAO1	-	0
Pseudomonas_aeruginosa_UCBPP-PA14	-	0
Pseudomonas_alkylphenolia	-	0
Pseudomonas_alkylphenolia_strain_KL28	-	0
Pseudomonas_amygdali_pv._aesculi_JBJ5	-	0
Pseudomonas_antarctica_strain_BS2772	-	0
Pseudomonas_chloritidismutans_6L11	-	0
Pseudomonas_congelans_strain_508	-	0
Pseudomonas_coronafaciens_pv._coronafaciens_strain_B19001	-	0
Pseudomonas_entomophila_strain_1257	-	0
Pseudomonas_extremaustralis_strain_DSM_17835	-	0
Pseudomonas_fluorescens_Pf0-1	-	0
Pseudomonas_fluorescens_SBW25	-	0
Pseudomonas_koreensis_strain_BS3658	-	0
Pseudomonas_lurida_strain_MYb11	-	0
Pseudomonas]_mesoacidophila_strain_ATCC_31433	-	0
Pseudomonas_moraviensis_strain_BS3668	-	0
Pseudomonas_otitidis_CSMC7.1	-	0
Pseudomonas_palleroniana_Q1	-	0
Pseudomonas_parafulva_CRS01-1	-	0
Pseudomonas_poae_strain_BS2776	-	0
Pseudomonas_pohangensis_strain_DSM_17875	-	0
Pseudomonas_protegens_Pf-5	-	0
Pseudomonas_psychrotolerans_strain_CS51	-	0
Pseudomonas_putida_F1	-	0
Pseudomonas_putida_ND6	-	0
Pseudomonas_putida_UWC1	-	0
Pseudomonas_rhizosphaerae_DSM_16299	-	0
Pseudomonas_savastanoi_pv._savastanoi_PVFi1	-	0
Pseudomonas_simiae_H4-B59	-	0
Pseudomonas_sp._C27(2019)_strain_C27(2019)_strain_C27(2019)_strain_C27(2019)	-	0
Pseudomonas_sp._phDV1	-	0
Pseudomonas_sp._S19	-	0
Pseudomonas_syringae_group_genomosp._3_strain_CFBP6411	-	0
Pseudomonas_syringae_pv._atrofaciens_strain_LMG5095_strain_Triticum_aestivum_(Aestivum_Group)	-	0
Pseudomonas_syringae_pv._cerasicola_strain_CFBP6109	-	0
Pseudomonas_syringae_pv._helianthi_LMG_5067	-	0
Pseudomonas_syringae_pv._lapsa_strain_ATCC_10859	-	0
Pseudomonas_syringae_pv._phaseolicola_1448A	-	0
Pseudomonas_syringae_pv._syringae_B728a	-	0
Pseudomonas_syringae_pv._tomato_str._DC3000	-	0
Pseudomonas_trivialis_strain_BS3111	-	0
Pseudomonas_umsongensis_strain_BS3657	-	0
Pseudomonas_xanthomarina_strain_LMG_23572	-	0
Pseudomonas_xinjiangensis_strain_NRRL_B-51270	-	0
Pseudopropionibacterium_propionicum_strain_F0231	-	0
Pseudorhodobacter_sp._S12M18	-	0
Pseudorhodoplanes_sinuspersici_strain_RIPI110	-	0
Pseudoxanthomonas_daejeonensis_S9-A64R	-	0
Pseudoxanthomonas_japonensis_XL7	-	0
Pseudoxanthomonas_mexicana_F12	-	0
Pseudoxanthomonas_spadix_BD-a59	-	0
Pseudoxanthomonas_sp._strain_SSD1	-	0
Pseudoxanthomonas_sp._X-1	-	0
Pseudoxanthomonas_suwonensis_strain_J1	-	0
Psychrobacillus_sp._AK_1817	-	0
Psychrobacillus_sp._PB01	-	0
Psychrobacter_alimentarius_strain_PAMC_27889	-	0
Psychrobacter_arcticus_273-4	-	0
Psychrobacter_arenosus_strain_Psychrobacter_arenosus_R7	-	0
Psychrobacter_cryohalolentis_K5	-	0
Psychrobacter_cryohalolentis_strain_FDAARGOS_308	-	0
Psychrobacter_sp._28M-43	-	0
Psychrobacter_sp._AntiMn-1	-	0
Psychrobacter_sp._P11G3	-	0
Psychrobacter_sp._P2G3	-	0
Psychrobacter_sp._PAMC27889	-	0
Psychrobacter_sp._PraFG1	-	0
Psychrobacter_sp._PRwf-1	-	0
Psychrobacter_sp._YP14	-	0
